Employee_ID,Full_Name,Department,Position,Region,Salary,Years_of_Service,Project_Name,Project_Budget,Project_Status,Contract_Type,Performance_Score,Compliance_Status,Is_Under_Investigation,Under_Investigation,Last_Promotion_Date,Leave_Days_Remaining,Overtime_Hours,Supervisor_Name,Security_Clearance,Remarks
65a5491e-510f-4b18-a72a-afc541be7527,Mr. Joshua Martinez,Ministry of Interior,Policy Advisor,East,96178,30,Horizontal 5thgeneration algorithm,6007726,Cancelled,Permanent,1.44,Under Review,No,0,17/02/2018,59,24,Timothy Flores,Medium,Summer certainly window free.
3e13e796-cd3a-4af7-8a83-6a19dd56380a,James Harvey,Ministry of Health,Auditor,Central,89407,18,Future-proofed executive flexibility,29188574,On Hold,Temporary,1.12,Under Review,No,0,02/07/2021,19,431,Robert Lara,High,Pass street remember son artist top well.
29ac7f33-d1fb-4d9c-ab4d-8c8a139793df,Kelsey Bullock,Ministry of Environment,Inspector,West,241412,19,Virtual exuding parallelism,5926038,Completed,Temporary,3.91,Under Review,Yes,1,09/04/2024,9,159,Crystal Edwards,High,Quality bag station join military.
34c4b441-0490-4d8b-b810-0f95f9884faf,Shelley Clark,Ministry of Interior,Assistant Director,South,90990,31,Proactive tertiary core,337068,Cancelled,Temporary,4.5,Non-Compliant,No,0,25/06/2021,22,83,Mr. Jordan Cervantes,Medium,Off guess interesting camera health at.
1fb0bca0-1558-4368-9ee6-df0c4bee0d4a,Deborah Parker,Ministry of Health,Auditor,East,246744,19,Monitored upward-trending concept,21901808,Active,Permanent,1.88,Compliant,Yes,1,11/07/2025,40,113,Lisa Martinez,Medium,Century degree rest.
af13282e-d156-4fd4-b694-2daed4050425,Kelly Beasley,Ministry of Health,Assistant Director,North,169473,19,Phased empowering productivity,12637895,Active,Permanent,1.63,Compliant,No,0,25/02/2022,33,222,Shelby Downs,Top Secret,Every act yourself team develop do today.
8bd6c08a-a033-4064-bada-447d046944b3,Kristen Smith,Ministry of Labor,Engineer,South,236617,22,Multi-channeled methodical model,951161,On Hold,Permanent,1.25,Non-Compliant,No,0,05/07/2016,59,387,Joseph Hamilton,Top Secret,Development thought bill option do miss upon.
a7f6851a-1a20-4c32-a6ee-8d2ebd3e3d75,Rebecca Sharp,Ministry of Interior,Engineer,North,255863,24,Multi-channeled clear-thinking info-mediaries,33027450,Cancelled,Temporary,4.29,Compliant,Yes,1,01/02/2017,45,165,Fred Myers,Top Secret,Southern college spend lot drug compare debate.
75883d71-2b9f-4314-8dcf-fa46d5ad86cc,Andrea Anderson,Ministry of Transport,Inspector,Central,98141,12,Down-sized analyzing function,30745204,Cancelled,Permanent,2.25,Non-Compliant,Yes,1,02/02/2020,47,190,Cristian Williams,Top Secret,General exactly one experience fill reason small.
9e687907-eba7-4767-b790-2ce4e609b34e,Theresa Dudley,Ministry of Defense,Field Officer,North,194865,30,Grass-roots cohesive productivity,21650161,Completed,Contract,2.61,Non-Compliant,Yes,1,09/06/2021,32,174,Robert Gordon,Medium,Certainly fire writer go according beyond data.
a005705e-8ec5-4581-af1f-2de7ccc7c7aa,John Frazier,Ministry of Transport,Clerk,South,96570,31,Reduced bottom-line system engine,9193964,Completed,Permanent,3.01,Compliant,Yes,1,29/03/2023,33,0,Francis Little,Top Secret,Local deal act pattern occur.
cac542d1-5652-4b72-af1e-eb3bd6fc368d,Natasha Hudson,Ministry of Transport,Engineer,North,266156,19,Multi-lateral methodical circuit,31309167,Active,Temporary,4.36,Under Review,No,0,05/08/2021,38,386,Adam Thompson,Low,Record about center choose necessary indeed about.
fcc9f30c-1c7a-4c9a-a497-959a407a286a,Maria Davis,Ministry of Interior,Director,East,208964,30,Open-source eco-centric emulation,35293278,Active,Contract,3.6,Non-Compliant,Yes,1,28/08/2018,9,228,Luis Ross,High,Drive ok structure serve become key.
fae03753-6baa-4204-b68e-512d8d7b713f,Kevin Vasquez,Ministry of Finance,Field Officer,East,41015,33,Decentralized asynchronous artificial intelligence,43502450,Active,Permanent,3.46,Non-Compliant,Yes,1,30/09/2016,53,85,Melissa Turner,Low,Force anyone read south drive seem street.
ad407526-6db2-4446-afcd-cf73995e60bd,Robert Simpson,Ministry of Education,Director,South,295776,18,Programmable modular benchmark,7970907,Active,Temporary,1.7,Under Review,No,0,14/11/2022,19,61,Vanessa Armstrong,Low,History room choice evening teacher seek ability.
726f919f-7956-45e3-9dfc-c2db3b8296c1,Jennifer Reed,Ministry of Health,Auditor,West,101813,28,Cloned coherent parallelism,8813542,Cancelled,Permanent,3.05,Under Review,Yes,1,23/03/2023,0,319,Ashley Huang,High,Ground peace owner south road air month.
afd4ef0c-2f68-4583-97e4-f05743958818,Michael Hayes,Ministry of Interior,Assistant Director,North,67712,11,Multi-tiered regional capacity,32899480,Active,Permanent,3.86,Compliant,No,0,09/01/2023,12,400,Jessica Rodgers,Top Secret,Else it she bring.
458e3d60-b08e-420e-84c8-78c24b322b7c,Deanna Wood,Ministry of Labor,Assistant Director,South,140497,33,Assimilated foreground strategy,1902466,Completed,Permanent,4.89,Non-Compliant,Yes,1,17/12/2018,0,381,Sheri Hill,High,They record benefit fine.
bfbcc33c-77e5-435e-bd65-05bf4b0238d2,Stephen Simpson,Ministry of Health,Data Analyst,North,179487,17,Profound full-range success,12310223,Cancelled,Contract,1.81,Compliant,No,0,10/01/2022,4,205,Joe Ellis,Medium,Week nice relate marriage we recent ten.
8a847c4f-43f0-4ff1-8534-7929545c6275,Anthony Lee,Ministry of Defense,Inspector,South,282926,6,Down-sized real-time circuit,2482865,On Hold,Contract,1.04,Under Review,Yes,1,26/08/2022,15,104,Andrew Ramirez,Medium,Trial scientist over benefit anyone miss say.
98e7fb88-013b-4923-ac5e-aae1a51354e5,Diamond Sanders,Ministry of Finance,Clerk,North,152816,4,Cross-group discrete Internet solution,564310,Completed,Contract,1.3,Non-Compliant,Yes,1,23/09/2021,14,317,Alyssa Robertson,Top Secret,War education difficult outside animal green whether.
c513195f-fc67-45f3-989e-6ff2a5e3cae0,Jonathan Howard,Ministry of Education,Clerk,West,168778,20,Ergonomic exuding complexity,47476166,On Hold,Permanent,2.5,Under Review,No,0,25/07/2019,48,290,Scott Weiss,Medium,Eye country prevent relationship may.
210d011d-b55b-46c8-926d-d371b709808e,James Kline,Ministry of Interior,Clerk,South,102292,27,Cross-platform web-enabled structure,3814755,Active,Permanent,4.28,Under Review,No,0,21/07/2017,27,249,Ann Hernandez,Top Secret,Price article process floor.
4df29e53-f320-4462-a2da-b20dda49f248,Lauren Jacobs,Ministry of Defense,Data Analyst,East,63833,15,Sharable hybrid ability,42600282,Active,Contract,1.03,Compliant,No,0,26/08/2018,30,12,Timothy Garcia,Top Secret,Window fund establish stock easy require.
6bb66e51-6a6d-4b4b-be3e-cfeb2cf02657,Jamie Reynolds,Ministry of Environment,Clerk,West,175230,6,Persevering hybrid hardware,4403677,Cancelled,Permanent,2.83,Compliant,Yes,1,28/10/2017,22,162,Victoria Rasmussen,Low,Accept leg religious late.
96096e12-5193-40f4-929e-5e3db15ae498,Sean Hodge,Ministry of Finance,Engineer,East,233752,14,Robust object-oriented info-mediaries,38407724,Cancelled,Temporary,2.32,Compliant,No,0,01/06/2019,47,42,Tom Hayes,High,Painting however stuff current capital new approach.
7f2cc56b-334f-42a7-94f4-bcb92abbbe5f,Latasha Lawrence,Ministry of Transport,Field Officer,West,60309,11,Secured incremental model,23105168,Completed,Permanent,1.21,Under Review,No,0,26/10/2016,44,385,Robin Lutz,Medium,Example day door great nature material girl.
006f030d-b166-44a8-b7d3-2b0169e13663,Christopher Davis,Ministry of Finance,Policy Advisor,East,46970,9,Monitored bandwidth-monitored software,15633284,On Hold,Permanent,2.8,Compliant,Yes,1,09/06/2024,42,439,Sara Rangel,High,Event enter learn.
15b0fe12-471b-4132-ba13-448097a5fe34,Sarah Thomas,Ministry of Energy,Director,West,112474,26,Multi-lateral multimedia migration,43686949,Cancelled,Temporary,2.02,Non-Compliant,No,0,30/03/2024,16,110,Matthew Brown,High,Him instead front fish network administration series.
4152484c-5df9-4d4e-9923-da69d037df88,Elizabeth Hammond,Ministry of Defense,Director,North,257776,16,Expanded explicit implementation,22551154,Cancelled,Temporary,2.41,Under Review,Yes,1,15/03/2018,48,204,Daniel Haynes,Top Secret,Other safe talk with let now senior.
2dcfe757-b98a-4219-b6e7-1ddb45e148c8,Tonya Maynard,Ministry of Energy,Clerk,East,86540,5,Organic background open architecture,8109292,On Hold,Contract,3.82,Under Review,Yes,1,04/04/2018,33,383,Ashley Wang,Low,Radio no think campaign expert.
c34b5c84-a7eb-43fa-9f53-d2e0f1d99d18,Brandon Harris,Ministry of Energy,Inspector,North,191456,10,Object-based bifurcated secured line,5208728,On Hold,Temporary,3.09,Compliant,Yes,1,14/05/2022,12,255,Debbie Caldwell,Medium,Maintain director cut picture standard.
8d8bf8fc-b653-412b-94d3-4ce44643af53,Katie Nelson,Ministry of Interior,Policy Advisor,South,58017,3,Down-sized motivating core,22646265,Active,Contract,1.5,Under Review,Yes,1,29/04/2020,13,306,David Nunez,High,Hospital early third those range agreement win make.
20b9eb8a-742a-44a8-9c41-79f71b858a57,William Brown,Ministry of Finance,Data Analyst,North,115880,13,Right-sized user-facing open architecture,44042157,Active,Permanent,4.85,Non-Compliant,Yes,1,12/07/2022,10,437,Cheryl Hunter,High,Push sometimes report network what most.
fcb28377-8306-47ff-880c-c25494aeeeb8,Lori Jones MD,Ministry of Interior,Field Officer,East,145570,30,User-centric transitional alliance,17796350,Cancelled,Contract,3.54,Compliant,Yes,1,13/09/2024,27,143,Tamara Brown,High,Member take your same court sure whether.
fe790d64-bb86-4472-b0ee-09ccbe4548b5,Dale Brown,Ministry of Labor,Data Analyst,West,48702,6,Front-line needs-based Graphical User Interface,47674147,Active,Contract,4.06,Non-Compliant,No,0,18/01/2023,41,145,Savannah Moody,Medium,Before grow theory for begin.
6fc61eb5-1786-4107-b3f1-e7f7fe3babb1,Michael Myers,Ministry of Interior,Policy Advisor,North,171456,17,Decentralized heuristic paradigm,6479515,Cancelled,Temporary,1.32,Compliant,Yes,1,04/07/2018,31,390,Catherine Webb,High,Green health ten company.
f20c2259-bf45-43e3-9b40-74ee246f2fc4,Shannon Henry,Ministry of Defense,Field Officer,Central,40404,19,Cross-platform foreground solution,24956102,Cancelled,Permanent,1.19,Compliant,Yes,1,02/08/2020,34,300,William Owens,Top Secret,Feel event measure TV mission forward possible.
7fa02cf5-f934-45fb-a652-f63006380aaf,Erin Anderson,Ministry of Education,Auditor,West,212015,26,Secured neutral methodology,44972775,On Hold,Temporary,1.08,Under Review,Yes,1,14/05/2020,58,163,Brian Trujillo,Low,Every keep cup create science alone think.
f9dbf37f-efdf-48d0-969a-d73fba7bc675,Daniel Smith,Ministry of Labor,Assistant Director,South,218998,5,Virtual optimizing matrix,31142380,Cancelled,Contract,1.76,Under Review,Yes,1,29/12/2015,30,168,Sabrina Torres,Low,First generation then.
2d5c2040-2d6f-4e66-b0fc-b7fd5faa6030,Janice Ramirez,Ministry of Education,Field Officer,South,200261,29,Self-enabling analyzing framework,23366975,Cancelled,Temporary,2.66,Compliant,No,0,22/06/2017,16,477,Lee Stewart,Top Secret,Product everyone magazine act pass Mrs.
3cb949fd-ea05-4c68-a6d5-115892cea566,Rebekah Molina,Ministry of Finance,Assistant Director,East,52763,20,Programmable cohesive infrastructure,2670725,Cancelled,Contract,4.74,Non-Compliant,No,0,21/09/2021,46,297,Tracy Swanson,High,Project director mouth talk beautiful late soldier life.
1552ad48-74ec-4fbb-adf8-2092a6c7f9aa,Martin Stokes,Ministry of Transport,Inspector,West,189456,21,Integrated mobile firmware,28676958,Active,Permanent,2.83,Non-Compliant,Yes,1,18/02/2020,8,232,Christopher Aguirre,Top Secret,Center edge reveal institution girl early floor property.
78e43bef-9c63-4fab-afa3-9a7406373295,Tracy Howard,Ministry of Environment,Clerk,North,231172,10,Pre-emptive heuristic core,36080709,Active,Permanent,2.16,Compliant,Yes,1,07/11/2019,9,390,Amanda Gates,Medium,Chance fall third month mind develop.
35cc8d07-da3c-4f74-a77c-929f2f9d99dc,Mark Chambers,Ministry of Energy,Director,North,138142,5,Balanced tangible approach,47144727,Completed,Temporary,3.25,Non-Compliant,No,0,29/04/2017,7,270,Charles Wallace,Medium,Personal Democrat bed position answer of.
39ff63b0-3fb3-46fb-bf52-ce45646aec2e,Tammy Young,Ministry of Defense,Data Analyst,South,180932,6,Mandatory didactic artificial intelligence,38979284,On Hold,Contract,1.45,Non-Compliant,Yes,1,01/12/2016,20,59,Isabel Hood,High,Hear analysis her art easy fine site thus.
46b8f8ed-7eb0-41d8-a9bb-befb93fcf1ed,Michele Hatfield,Ministry of Education,Inspector,West,275365,26,Ergonomic bandwidth-monitored time-frame,45243490,Completed,Contract,3.44,Under Review,Yes,1,13/09/2021,12,295,Raymond Jordan,Medium,During difficult increase clear.
a3dc5c93-d817-44f9-8279-c3ed2725a649,Joshua Moore,Ministry of Environment,Clerk,West,120642,4,Inverse executive infrastructure,27544866,Cancelled,Permanent,3.27,Compliant,No,0,29/11/2018,58,466,Sarah Gonzalez,High,Government another stuff commercial true interest job character.
b526fd6c-a569-4a8c-aa5b-b39a28a81d29,Matthew Hicks,Ministry of Health,Policy Advisor,South,90612,1,Multi-tiered scalable hierarchy,47184780,Cancelled,Permanent,4.17,Under Review,Yes,1,21/05/2016,49,234,Joseph Duke,Top Secret,Try will notice feeling wish.
76dc06f1-c2fb-469d-b4bc-9e3210e4e8cf,James Henderson,Ministry of Interior,Assistant Director,North,63574,24,Synchronized 24hour circuit,1417621,Completed,Temporary,4.95,Non-Compliant,No,0,21/06/2023,4,164,Melissa Hill,High,Watch want majority shoulder explain information.
879573cf-cc19-4bc4-ac39-7e5c3d04a275,Angela Jones,Ministry of Energy,Engineer,South,63524,6,Public-key systematic encoding,19245109,On Hold,Permanent,2,Under Review,No,0,06/12/2017,5,193,Julie Smith,High,Paper across perhaps billion simply toward.
65f3bc85-6476-4701-a8d0-7d458d5b4c84,Madison Harris,Ministry of Education,Auditor,West,240244,31,Switchable 6thgeneration encryption,43483391,Cancelled,Temporary,3.04,Non-Compliant,Yes,1,28/10/2019,29,233,Sheila Riley,High,Him true step us trouble watch.
23d5882b-4f47-4ff9-bbf7-c0baacd6456a,Aaron Cortez,Ministry of Labor,Auditor,North,50916,20,Balanced hybrid data-warehouse,22643356,Cancelled,Permanent,4.64,Non-Compliant,No,0,25/02/2020,30,367,Matthew Robinson,Medium,Million medical develop most.
2825d9ab-76fa-47db-9e5d-c004b9051e1c,Ruth Rodriguez,Ministry of Defense,Field Officer,Central,44809,24,Phased discrete utilization,5153127,Active,Temporary,4.14,Non-Compliant,Yes,1,14/06/2021,16,182,Samuel Moore,Medium,Tax quickly try.
ec67f5f3-c686-40d3-9a32-2d01c28c5cf5,Christine Lawson,Ministry of Interior,Assistant Director,South,203273,25,Intuitive foreground knowledgebase,37725927,Cancelled,Temporary,2.95,Non-Compliant,No,0,08/05/2017,10,332,Joshua Richard,High,Foreign many those inside say door note more.
23bebb04-6e77-4198-81ce-47dc701f4212,Sylvia Harding,Ministry of Environment,Inspector,West,224402,21,Self-enabling asynchronous core,10305368,Cancelled,Temporary,4.78,Non-Compliant,No,0,25/05/2017,19,231,Jacqueline Casey,Medium,Paper focus we cup.
b984288e-4acf-44ae-a4e5-a5f9db807acb,David Jones DDS,Ministry of Defense,Engineer,West,184528,30,Versatile 5thgeneration project,18968229,Cancelled,Permanent,1.23,Under Review,Yes,1,23/02/2025,47,360,Jessica Shelton,Medium,Would use southern member film difficult system let.
83786e84-8755-462b-90ee-34ad22cfa6c3,Shari Martin,Ministry of Education,Clerk,East,284820,24,Fully-configurable maximized leverage,12119231,Completed,Temporary,4.72,Non-Compliant,Yes,1,26/11/2023,8,490,Deborah Wall,Medium,Impact bill Republican administration perhaps heavy here.
11d2cdd8-bcb8-4819-af98-955d40aeea23,Shane Ford,Ministry of Transport,Field Officer,East,227469,30,Team-oriented web-enabled workforce,3781890,Active,Contract,1.2,Under Review,No,0,08/07/2019,1,106,Leslie Lopez,Top Secret,Voice commercial summer education.
45df7864-1866-401a-b679-fd468f97285a,Edward Jackson,Ministry of Labor,Data Analyst,South,161288,22,Multi-tiered bottom-line solution,6091305,Cancelled,Temporary,3.19,Non-Compliant,Yes,1,04/09/2018,36,377,Ricardo Holt,Top Secret,Take improve draw peace.
093ece6a-f144-4d39-9272-71b4e5e78a08,Elizabeth Parks,Ministry of Health,Auditor,North,78765,28,Universal 4thgeneration emulation,34527266,On Hold,Contract,4.56,Compliant,Yes,1,29/05/2017,0,222,Amy Turner,Low,Bad sign movie always same ten.
e9e6b7c0-695b-4f4e-8ae4-f8b110650a10,Donald Rivera,Ministry of Energy,Auditor,Central,205888,7,Multi-lateral directional matrices,14531999,Cancelled,Permanent,2.05,Compliant,No,0,28/12/2015,3,79,Marcus House,High,Green table region push soldier lay.
70c3a1f1-fb7a-47ea-b843-4378c5b00d5a,Emily Page,Ministry of Defense,Data Analyst,Central,85106,28,Multi-tiered heuristic standardization,38291802,Cancelled,Contract,2.89,Non-Compliant,No,0,22/07/2018,35,233,Mr. Timothy Anderson,Low,Send similar forget college too project.
5a98cb40-38db-4b74-b868-695e0f42d30c,Timothy Hill,Ministry of Transport,Engineer,North,93932,14,Organized bandwidth-monitored initiative,40280811,On Hold,Temporary,2.3,Non-Compliant,No,0,16/01/2016,53,380,Bianca Thomas,Top Secret,Best figure kitchen important blue together tax.
604b947e-e1c8-439c-bdef-17cea6ef0268,Jaime Keller,Ministry of Education,Field Officer,East,188172,10,Enhanced 6thgeneration algorithm,42662736,On Hold,Permanent,4.81,Non-Compliant,No,0,22/06/2018,57,183,Charles Robinson,Medium,Teacher deep adult teacher central.
584f2694-3f7a-4da3-a8d5-5e56ac756490,Derek Ramirez,Ministry of Labor,Engineer,West,97091,16,Centralized tangible open architecture,46115290,On Hold,Permanent,4.29,Compliant,Yes,1,08/09/2015,24,427,Samantha Thomas,High,Through eat enter stock on involve professor.
a7045f53-9cb5-44d3-9a56-daa2c537251f,Christine Ward,Ministry of Interior,Data Analyst,East,61949,16,Monitored multimedia help-desk,5987774,Active,Contract,3.84,Under Review,No,0,26/07/2022,2,184,Ronald Thomas,Low,Training far this left performance material product.
723ffcb2-0f37-498d-8509-9d5edeead303,Gina Acosta,Ministry of Environment,Inspector,South,241152,31,Function-based grid-enabled capacity,46155772,Active,Permanent,3.35,Under Review,No,0,28/07/2022,8,133,Haley Campbell,Top Secret,Something community bank add others wind.
f9bfe444-e97d-449d-ba68-abc203ed87e9,Lori Allison,Ministry of Education,Data Analyst,East,77744,25,Up-sized client-server capacity,41006564,Active,Permanent,4.28,Compliant,No,0,23/06/2017,21,219,Eric Diaz,Top Secret,Act five air tax detail president phone.
87849360-4f36-44dd-89ee-315c8accd6ee,Thomas Wood,Ministry of Finance,Director,North,216615,13,Persistent modular archive,14050653,Completed,Permanent,2.57,Under Review,No,0,03/02/2024,22,287,Mr. Michael Lin,High,Similar religious explain sport brother.
b615d064-032d-477f-b0c6-8de9d4346148,Laura Johns,Ministry of Health,Clerk,South,148319,6,Ameliorated neutral Local Area Network,17909715,On Hold,Temporary,2.79,Non-Compliant,No,0,05/05/2021,11,363,John Roberts,Low,Need man tend stay yard establish list.
13acb741-df7c-476a-a771-efb2a295fbad,Patricia Duncan,Ministry of Health,Policy Advisor,North,132193,9,Fundamental human-resource benchmark,3920888,On Hold,Permanent,3.92,Non-Compliant,Yes,1,19/10/2016,9,201,Phillip Martin,Top Secret,Tough risk watch dinner.
65c8355f-e1a1-4232-b7d9-fd3573804661,Brianna Hayes,Ministry of Interior,Clerk,South,76187,20,Ameliorated motivating secured line,41384734,Active,Permanent,2.43,Non-Compliant,Yes,1,27/02/2017,33,369,Nicole Gonzalez,Top Secret,Music mind home record.
f6718562-d145-4a3c-87ea-3fab9ac5b63e,Debbie Mcmillan,Ministry of Labor,Data Analyst,West,283806,18,Diverse needs-based core,7634504,On Hold,Permanent,1.26,Under Review,No,0,15/05/2019,42,145,Tracy Weiss,Medium,Road movement fight accept above your.
1940da4d-a79f-4d0e-93ef-6eb101f9ce58,Victoria Martinez,Ministry of Education,Inspector,East,178311,21,Synergized mission-critical leverage,11464638,Cancelled,Permanent,1.3,Under Review,Yes,1,01/05/2020,9,323,Michael Ramirez,High,Focus look sing design skill resource mission.
04a59dcd-4c08-47b0-bcc7-15386e00d3b3,Richard Harris,Ministry of Education,Field Officer,North,164454,4,Focused user-facing portal,19208564,Active,Permanent,1.46,Under Review,Yes,1,12/09/2017,29,126,Kelly Crawford,Medium,Five example level.
0a78f8d4-ef1f-47ed-bb34-b930d5a90029,Daniel Greene,Ministry of Transport,Clerk,South,54489,33,Up-sized executive strategy,27278579,Cancelled,Temporary,4.48,Non-Compliant,No,0,14/09/2017,21,456,Erin Acosta,High,Wide whatever soldier term beat environmental agreement.
5ff814d5-3646-42b7-87b8-fdacd9c7d09e,John Pratt,Ministry of Energy,Field Officer,East,286009,27,Inverse explicit flexibility,46520350,On Hold,Temporary,2.89,Under Review,No,0,01/05/2025,5,134,Jay Snyder,Low,Fast central stock avoid fight speech top.
b7a366a8-9c63-4562-8676-ed8ee3c8f2a8,Andrew Hernandez,Ministry of Finance,Clerk,Central,229089,7,Advanced content-based adapter,7299107,On Hold,Permanent,3.85,Non-Compliant,No,0,22/08/2018,49,113,David Lee,Top Secret,Long behavior fund area southern administration item.
b6d0984d-103c-4dc1-a084-7e2bf4bd5f05,Ryan Johnston,Ministry of Environment,Policy Advisor,North,101877,6,Phased contextually-based core,2906284,Cancelled,Permanent,2.57,Under Review,Yes,1,24/07/2017,1,263,Paula Brown,Medium,Western teach dog whatever offer score.
e452d2d5-448b-47b8-925b-897da92e11e9,Christina Lara,Ministry of Labor,Auditor,West,214197,15,Proactive client-server conglomeration,48607518,On Hold,Temporary,2.03,Under Review,No,0,09/05/2025,29,63,Jonathon Johnson,Medium,Head study dog wish several painting wonder stand.
8705b3e0-d2b7-429d-ad6d-2f576f5bfc18,Joshua Sosa,Ministry of Defense,Assistant Director,South,89922,18,Implemented static database,28152393,Active,Permanent,2.39,Compliant,No,0,08/02/2023,1,490,Gail Gonzales,Low,Hour conference other grow father fire happy.
4faf53e0-cefc-4176-bdc9-c760c8a4beb3,Erica Wilson,Ministry of Energy,Data Analyst,North,134074,32,Triple-buffered encompassing throughput,48825617,Completed,Contract,4.18,Compliant,Yes,1,13/03/2019,31,134,Sarah Hopkins,High,Tax wall single exist instead ground style.
b0703150-c5a2-4d80-9304-48c57866146c,Leah Silva DDS,Ministry of Environment,Inspector,North,203121,11,Synergized interactive instruction set,28616272,Completed,Temporary,3.5,Compliant,Yes,1,01/01/2024,41,40,Becky Hodges,High,Film main front military up Congress.
9732ad92-1d65-4bb1-af4e-650556272d0f,Kristen Valdez,Ministry of Finance,Data Analyst,Central,77131,20,Object-based user-facing Graphical User Interface,10102707,Completed,Contract,4.75,Compliant,No,0,07/10/2022,15,295,Andrea Collins,Top Secret,Pull simply never process interesting choose people.
95c1be69-fc2f-42c8-97c1-18045d854b34,Gabriel Clark,Ministry of Environment,Policy Advisor,West,214016,24,Organized demand-driven interface,6672531,On Hold,Contract,3.72,Under Review,Yes,1,28/01/2019,11,2,Connor Butler,Medium,Operation I report suggest.
59eac4a4-0c1b-44dc-8f6e-5d1999159bde,Miranda Rivas,Ministry of Education,Engineer,Central,155765,15,Seamless upward-trending hierarchy,1241452,Active,Permanent,3.28,Compliant,No,0,02/09/2019,0,400,Louis Smith,High,Reveal future glass write chair run age.
61748b5c-db4f-47c3-89c5-85db8e12ac96,Angela Hughes,Ministry of Labor,Clerk,South,113963,7,Right-sized hybrid matrices,49163861,Active,Temporary,3.44,Under Review,No,0,22/07/2023,52,193,John Greene,High,Possible they phone station.
138475cc-d63c-44d0-abe5-e5b7bcede6bc,Dylan Combs,Ministry of Environment,Director,East,146884,21,Inverse 24/7 Internet solution,22427776,On Hold,Permanent,4.77,Non-Compliant,Yes,1,10/01/2019,7,462,Katherine Colon,Top Secret,Reason occur into traditional radio rest just.
795a6511-1ad8-44b8-b5cc-91c4882ce82f,Allison Santiago,Ministry of Interior,Auditor,North,165917,26,User-friendly stable architecture,32151072,Active,Permanent,4.15,Compliant,Yes,1,30/05/2021,47,109,Alexandra Wilcox,High,Film rise policy career cause level store.
6bcb7c97-e83b-473b-a1df-f8de21c72d53,Brandon Mcgee,Ministry of Health,Assistant Director,South,64285,14,Integrated systemic Graphical User Interface,32180782,On Hold,Contract,1.1,Non-Compliant,Yes,1,19/08/2019,49,220,Benjamin Saunders,Medium,Two how control.
4888bd7f-45e6-479d-a9ff-cee4e2689273,Sean Brown,Ministry of Defense,Clerk,South,77626,21,Extended hybrid Graphical User Interface,213936,Completed,Permanent,3.14,Under Review,No,0,06/11/2020,12,369,Jamie Bolton,Medium,Full protect morning themselves between here guess.
02dce0d9-1ceb-4c9d-b221-8507b1b29437,Brittany Rice,Ministry of Transport,Data Analyst,West,213880,18,Profound motivating forecast,7639769,Active,Temporary,3.75,Under Review,Yes,1,18/02/2017,14,367,Matthew Johnson,Low,Relate apply machine answer account traditional move.
b9fe6436-00ee-467b-8967-65e5b69b0aca,Cheryl Coleman,Ministry of Labor,Inspector,North,259536,5,Fundamental tertiary firmware,11738087,On Hold,Permanent,3.99,Under Review,No,0,19/05/2019,52,435,Brian Walker,High,Politics this compare black.
c2803d51-dcb8-422c-8870-beae8413c807,Nathaniel Walters,Ministry of Labor,Policy Advisor,Central,224943,3,Customizable 24/7 capacity,47357306,Active,Contract,1.85,Compliant,No,0,21/11/2015,43,405,Matthew Paul,Low,Chance walk song range.
687d05c9-efb7-4d5e-ae04-78ca8f7f0f8e,Steven Smith,Ministry of Transport,Field Officer,East,59198,23,Networked analyzing approach,37934860,Cancelled,Contract,4.47,Under Review,No,0,22/10/2023,7,3,Taylor Mclaughlin,Medium,His lot seven whom bill hot.
32d5cecb-e3bd-4a38-9a82-53990571c197,James Harrington,Ministry of Defense,Engineer,North,190830,26,Horizontal intangible knowledgebase,30876598,Cancelled,Temporary,4.82,Non-Compliant,No,0,10/01/2019,9,243,Christina Smith,High,Drive rock value meet military soldier three.
8708d1d0-b343-466f-98c5-06c2510518e4,Teresa Sharp,Ministry of Education,Assistant Director,North,55254,24,Versatile client-driven framework,43955533,Cancelled,Contract,1.95,Under Review,Yes,1,17/03/2023,45,389,Lynn Lyons,Medium,Right society before hold they understand.
788790a8-317a-415b-83dd-a617dc060db5,Robert Richardson,Ministry of Defense,Assistant Director,East,84238,19,Configurable optimal help-desk,2533351,On Hold,Temporary,4.53,Under Review,No,0,13/01/2024,4,165,Lindsay Acevedo,Top Secret,Myself mother different top.
efd66cab-6134-4871-9f8c-8e3bf66bba8f,Kevin Doyle,Ministry of Energy,Inspector,South,41252,25,Face-to-face national product,19066279,Active,Permanent,1.39,Compliant,Yes,1,01/03/2024,49,25,Jill Frank,Top Secret,Number quality reason measure.
1b0d24e5-c8f4-49bb-a924-3583785742ea,Patricia Coffey,Ministry of Defense,Director,Central,79764,21,Future-proofed homogeneous structure,11470810,Cancelled,Contract,1.22,Under Review,No,0,21/07/2018,18,394,Paul Tran,Low,Team process entire TV reason west peace.
8cf21a93-4ece-4324-9087-d486bc306b65,Hannah Jones,Ministry of Health,Policy Advisor,North,117709,12,Ameliorated client-driven moratorium,16299129,Active,Contract,1.52,Non-Compliant,Yes,1,09/07/2019,46,473,Mark Jones,High,Thing keep professional take might.
